"Maternal mortality ratio (deaths per 100,000 live births)"
"71","Sri Lanka","75","","70","","57","","43","","35","","33"," a","32"," a","32"," a","31"," a","30",""
"168","Sudan","744","","648","","544","","440","","349","","339"," a","330"," a","325"," a","318"," a","311",""
"98","Suriname","127","","177","","259","","223","","169","","157"," a","155"," a","162"," a","158"," a","155",""
"8","Sweden","8","","6","","5","","5","","4","","4"," a","4"," a","4"," a","4"," a","4",""
"2","Switzerland","8","","8","","7","","7","","6","","6"," a","6"," a","5"," a","5"," a","5",""
"154","Syrian Arab Republic","123","","89","","73","","58","","49","","52"," a","56"," a","60"," a","64"," a","68",""
"125","Tajikistan","107","","129","","68","","46","","35","","35"," a","34"," a","34"," a","33"," a","32",""
"159","Tanzania (United Republic of)","997","","961","","842","","687","","514","","483"," a","464"," a","438"," a","418"," a","398",""
"77","Thailand","40","","23","","25","","26","","23","","22"," a","22"," a","21"," a","21"," a","20",""
"131","Timor-Leste","1080","","897","","694","","506","","317","","289"," a","267"," a","248"," a","231"," a","215",""
"167","Togo","568","","563","","491","","427","","393","","396"," a","391"," a","386"," a","378"," a","368",""
"105","Tonga","75","","100","","97","","114","","130","","133"," a","135"," a","131"," a","127"," a","124",""
"63","Trinidad and Tobago","90","","77","","62","","62","","65","","65"," a","63"," a","64"," a","63"," a","63",""
"91","Tunisia","131","","112","","84","","74","","67","","66"," a","64"," a","64"," a","63"," a","62",""
"59","Turkey","97","","86","","79","","57","","23","","21"," a","19"," a","18"," a","17"," a","16",""
"108","Turkmenistan","82","","74","","59","","53","","46","","46"," a","45"," a","44"," a","43"," a","42",""
"159","Uganda","687","","684","","620","","504","","420","","408"," a","395"," a","372"," a","356"," a","343",""
"88","Ukraine","46","","52","","34","","30","","26","","25"," a","25"," a","24"," a","24"," a","24",""
"35","United Arab Emirates","17","","12","","8","","6","","6","","6"," a","6"," a","6"," a","6"," a","6",""
"15","United Kingdom","10","","11","","12","","12","","10","","10"," a","10"," a","9"," a","9"," a","9",""
"15","United States","12","","12","","12","","13","","14","","14"," a","14"," a","14"," a","14"," a","14",""
"57","Uruguay","37","","36","","31","","26","","19","","17"," a","16"," a","16"," a","15"," a","15",""
"108","Uzbekistan","54","","32","","34","","42","","39","","38"," a","38"," a","37"," a","37"," a","36",""
"141","Vanuatu","225","","184","","144","","116","","94","","91"," a","87"," a","84"," a","81"," a","78",""
"96","Venezuela (Bolivarian Republic of)","94","","90","","90","","93","","99","","99"," a","98"," a","98"," a","97"," a","95",""
"118","Viet Nam","139","","107","","81","","61","","58","","56"," a","56"," a","55"," a","54"," a","54",""
"177","Yemen","547","","498","","440","","428","","416","","413"," a","410"," a","406"," a","398"," a","385",""
"143","Zambia","577","","596","","541","","372","","262","","251"," a","243"," a","237"," a","231"," a","224",""
"150","Zimbabwe","440","","449","","590","","629","","446","","409"," a","379"," a","369"," a","401"," a","443",""
"36","Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74","Antigua and Barbuda","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"98","Dominica","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"4","Hong Kong, China (SAR)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"73","Saint Kitts and Nevis","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"18","Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"117","Marshall Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"55","Palau","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"62","Seychelles","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Low human development","1050","","972","","877","","735","","636","","611","","599","","585","","571","","557",""
" ","Medium human development","525","","450","","379","","298","","238","","229","","220","","212","","205","","198",""
" ","High human development","131","","116","","89","","80","","68","","65","","63","","60","","58","","56",""
" ","Very high human development","34","","29","","26","","21","","16","","16","","15","","15","","15","","15",""
" ","Developing Countries","401","","417","","353","","310","","264","","255","","248","","242","","236","","231",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","278","","261","","226","","200","","169","","165","","160","","155","","151","","148",""
" ","Europe and Central Asia","69","","67","","57","","45","","29","","28","","27","","26","","25","","25",""
" ","East Asia and the Pacific","156","","154","","108","","97","","75","","72","","69","","66","","64","","62",""
" ","South Asia","535","","463","","377","","287","","221","","211","","201","","192","","184","","176",""
" ","Latin America and the Caribbean","133","","117","","99","","89","","82","","78","","76","","72","","70","","68",""
" ","Sub-Saharan Africa","983","","928","","852","","725","","629","","605","","592","","577","","563","","550",""
" ","Least Developed Countries","900","","826","","730","","613","","520","","501","","485","","467","","450","","433",""
" ","Small Island Developing States","325","","303","","262","","239","","207","","206","","195","","201","","197","","192",""
" ","Organization for Economic Co-operation and Development","32","","29","","27","","21","","16","","15","","15","","15","","15","","14",""
" ","World","360","","372","","319","","278","","238","","230","","224","","218","","214","","209",""
"a: Based on maternal mortality ratio from United Nations Statistics Division (2019a)."
""
