"Share of seats in parliament (% held by women)"
"15","United Kingdom","11.6"," b","11.6","","17.0","","18.5","","21.0","","22.1","","22.6","","22.6","","23.0","","26.7","","27.3","","28.5","","28.9",""
"15","United States","11.2"," b","11.2","","..","","15.0","","16.8","","16.9","","18.4","","18.2","","19.4","","19.5","","19.5","","19.7","","23.6",""
"57","Uruguay","6.9"," b","6.9","","11.5","","10.8","","14.6","","12.3","","12.3","","12.3","","11.5","","19.2","","19.2","","22.3","","22.3",""
"108","Uzbekistan","6.0"," b","6.0","","7.2","","16.4","","19.2","","19.2","","19.2","","19.2","","19.2","","16.4","","16.4","","16.4","","16.4",""
"141","Vanuatu","..","","..","","0.1","","3.8","","3.8","","1.9","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," e"
"96","Venezuela (Bolivarian Republic of)","6.3"," b","6.3","","..","","17.4","","17.0","","17.0","","17.0","","17.0","","17.0","","17.0","","14.4","","22.2","","22.2",""
"118","Viet Nam","26.2"," b","26.2","","26.0","","27.3","","25.8","","24.4","","24.4","","24.4","","24.3","","24.3","","26.7","","26.7","","26.7",""
"177","Yemen","..","","..","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.5","","0.5","","0.5","","0.5",""
"143","Zambia","9.7"," b","9.7","","10.1","","12.7","","14.0","","11.5","","11.5","","11.5","","10.8","","12.7","","18.0","","18.0","","18.0",""
"150","Zimbabwe","14.7"," b","14.7","","9.3","","20.8","","17.9","","17.9","","17.9","","35.1","","35.1","","35.1","","35.1","","36.2","","34.3",""
"4","Hong Kong, China (SAR)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"119","Palestine, State of","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development","..",""," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Low human development","..","","10.1","","..","","15.4","","17.7","","19.9","","19.3","","19.7","","19.3","","21.2","","21.5","","21.6","","21.5",""
" ","Medium human development","8.1","","8.1","","..","","13.7","","17.2","","17.5","","17.9","","17.6","","19.0","","20.8","","21.0","","20.9","","20.8",""
" ","High human development","..","","9.4","","13.7","","14.8","","18.7","","19.2","","20.0","","22.0","","22.8","","23.1","","23.2","","23.4","","24.6",""
" ","Very high human development","14.0","","14.0","","16.5","","18.9","","21.4","","22.2","","22.7","","23.9","","24.2","","24.6","","25.1","","26.4","","27.2",""
" ","Developing Countries","..","","9.6","","12.1","","14.7","","17.7","","18.5","","19.0","","19.9","","20.4","","21.3","","21.8","","22.0","","22.5",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","3.6","","3.6","","3.6","","6.8","","11.1","","11.6","","13.3","","15.8","","15.9","","17.7","","18.3","","18.0","","18.3",""
" ","Europe and Central Asia","5.2","","5.2","","7.1","","10.6","","15.3","","16.3","","18.0","","18.2","","19.1","","19.0","","19.9","","20.7","","21.2",""
" ","East Asia and the Pacific","..","","12.7","","16.9","","17.0","","17.6","","17.4","","17.7","","18.8","","18.6","","19.6","","19.5","","19.8","","20.3",""
" ","South Asia","5.8","","5.8","","..","","12.6","","17.9","","18.2","","18.2","","14.3","","17.4","","17.4","","17.5","","17.5","","15.9",""
" ","Latin America and the Caribbean","13.0","","13.0","","14.7","","20.0","","22.9","","22.9","","24.4","","25.5","","27.1","","27.5","","28.5","","29.3","","31.0",""
" ","Sub-Saharan Africa","..","","11.6","","12.1","","16.8","","19.3","","21.3","","21.0","","22.1","","22.1","","23.4","","23.6","","24.0","","24.0",""
" ","Least Developed Countries","9.4","","9.4","","10.5","","15.5","","18.8","","20.2","","20.3","","19.8","","20.2","","22.5","","22.4","","22.4","","22.3",""
" ","Small Island Developing States","13.0","","13.0","","14.8","","18.4","","21.3","","21.3","","21.7","","22.9","","22.8","","23.2","","23.4","","23.2","","24.7",""
" ","Organization for Economic Co-operation and Development","14.9","","14.9","","17.6","","20.2","","23.0","","24.0","","25.0","","26.1","","26.7","","27.6","","28.0","","28.9","","30.1",""
" ","World","11.5","","11.5","","13.9","","16.3","","19.1","","19.9","","20.4","","21.4","","21.9","","22.7","","23.1","","23.6","","24.2",""
"a: Refers to 2017."
"b: Data for 1995 are actually data reported for 1997."
"c: Refers to 2013."
"d: Refers to 2015."
"e: In calculating the Gender Inequality Index, a value of 0.1 percent was used."
"f: Excludes the 36 special rotating delegates appointed on an ad hoc basis."
""
