"","countrycode","year","mmr","abr","scenario","edu.f","edu.m","id","parl.f","flfp","mlfp","parl.m","health","empower","lfpr","gf","gm","gfm","harm","gii"
"4167","BEL",2015,10,5.2022,"SSP2",0.8625,0.878,"BEL2015",0.424,0.629970016479492,0.722939987182617,0.576,0.548056591442082,0.657938450015514,0.676455001831055,0.550718432437473,0.801100339110546,0.624812719035819,0.652721699484725,0.01
"4168","BEN",2015,421,90.2036,"SSP2",0.1325,0.2665,"BEN2015",0.072,0.700640029907227,0.737220001220703,0.928,0.500065831544199,0.29748882956307,0.718930015563965,0.10355523300672,0.715714640916395,0.47467331785578,0.180931824214431,0.618828745142562
"4169","BFA",2015,343,108.7606,"SSP2",0.127,0.197,"BFA2015",0.094,0.599039993286133,0.764169998168945,0.906,0.500067015350574,0.265866227918666,0.681604995727539,0.102332342543492,0.686007817769601,0.449167215012663,0.178097705862483,0.603493532230615
"4170","BGD",2015,200,85.2192,"SSP2",0.348,0.4095,"BGD2015",0.2,0.340209999084473,0.824860000610352,0.8,0.500146680560249,0.418090820007813,0.582534999847413,0.129545596902419,0.778665136413596,0.495712665680366,0.222134877255858,0.551887832135622
"4171","BGR",2015,10,41.4184,"SSP2",0.9235,0.948,"BGR2015",0.204,0.654499969482422,0.732649993896484,0.796,0.506035964692021,0.651362768251914,0.693574981689453,0.353412713383726,0.860172890288366,0.611456985980829,0.500988202589247,0.180664847935919
"4172","BHR",2015,15,13.618,"SSP2",0.6475,0.596,"BHR2015",0.15,0.453370018005371,0.881429977416992,0.85,0.512238703676507,0.511703613407959,0.667399997711182,0.315020395609769,0.85606512176372,0.559275366971557,0.460560683784334,0.17650461475133
"4173","BHS",2015,74,31.1194,"SSP2",0.919,0.9245,"BHS2015",0.167,0.749209976196289,0.875260009765625,0.833,0.501085618096229,0.634657280987101,0.812234992980957,0.268428953671966,0.915807821284134,0.636860480622666,0.415169230394853,0.348100183592901
"4174","BIH",2015,10,10.608,"SSP2",0.756,0.9075,"BIH2015",0.193,0.443889999389648,0.67911003112793,0.807,0.523567119155354,0.618877510345132,0.561500015258789,0.373392897264535,0.834513583016818,0.566642240389067,0.515936373644883,0.089484798573026
"4175","BLR",2015,10,17.2534,"SSP2",0.927,0.965,"BLR2015",0.292,0.742610015869141,0.803219985961914,0.708,0.514489897643363,0.673422118154056,0.772915000915528,0.453090458471331,0.872378453458888,0.644562924933851,0.596417388413267,0.0746948585749401
"4176","BLZ",2015,43,70.1638,"SSP2",0.505,0.4775,"BLZ2015",0.133,0.548409996032715,0.833919982910156,0.867,0.500828625799682,0.451292300466359,0.691164989471436,0.201509425256461,0.812593865075983,0.538570960810717,0.322936182693399,0.400383224882234
"4178","BOL",2015,168,68.0956,"SSP2",0.6465,0.7135,"BOL2015",0.518,0.560699996948242,0.817180023193359,0.482,0.500218530307112,0.58256503225881,0.688940010070801,0.212481852460774,0.782551178330636,0.585547141697494,0.334215888059122,0.429224627260183
"4179","BRA",2015,63,61.0878,"SSP2",0.6125,0.578,"BRA2015",0.108,0.592639999389648,0.806729965209961,0.892,0.500649598441629,0.487616316889146,0.699684982299805,0.198062742884399,0.833600906758241,0.554844839998537,0.320075796255205,0.423125578213815
"4182","BTN",2015,203,23.306,"SSP2",0.2835,0.376,"BTN2015",0.083,0.600999984741211,0.762080001831055,0.917,0.500528416327811,0.370293231555558,0.681539993286133,0.161833856288957,0.764879553802029,0.50175143050701,0.267144958604205,0.467575093240372
"4183","BWA",2015,156,46.8966,"SSP2",0.6235,0.642,"BWA2015",0.095,0.678529968261719,0.797559967041016,0.905,0.500341722875979,0.50280869939204,0.738044967651368,0.182770189626482,0.847133227860732,0.570493598228377,0.300670330957362,0.47296458384271
"4185","CAN",2015,11,9.6298,"SSP2",0.944,0.9395,"CAN2015",0.283,0.741009979248047,0.817590026855469,0.717,0.52360098104558,0.66880598348494,0.779300003051758,0.490041392302313,0.875483270765258,0.648637061881949,0.628363664965838,0.0312553785583728
"4187","CHE",2015,10,3.059,"SSP2",0.9015,0.9285,"CHE2015",0.289,0.787229995727539,0.879440002441406,0.711,0.5817260542661,0.661464642295147,0.833334999084473,0.612464932083629,0.894013321535527,0.684460290570916,0.72692958818447,0.01
"4189","CHL",2015,14,46.152,"SSP2",0.8315,0.8525,"CHL2015",0.158,0.56568000793457,0.797229995727539,0.842,0.503869202387143,0.604846693455388,0.681455001831055,0.294367870817864,0.877395945973376,0.592197772506357,0.44083487265834,0.255595186059894
"4190","CHN",2015,30,7.5318,"SSP2",0.6965,0.7995,"CHN2015",0.236,0.693369979858398,0.830429992675781,0.764,0.511064198907742,0.593489549119832,0.761899986267089,0.389604406157556,0.865804116826927,0.613661438032173,0.537388575287363,0.124291438271555
"4191","CIV",2015,658,120.3414,"SSP2",0.1655,0.284,"CIV2015",0.092,0.489869995117188,0.680859985351563,0.908,0.500031571779099,0.315602333694888,0.585364990234376,0.0879058461238501,0.701864540820047,0.452051719520113,0.156242870953571,0.654369479847494
"4192","CMR",2015,554,111.8636,"SSP2",0.347,0.4465,"CMR2015",0.271,0.721100006103516,0.823629989624023,0.729,0.500040340516299,0.438589643595707,0.77236499786377,0.141096162242654,0.777443581548279,0.55330169369684,0.238844985115012,0.56832775349161
"4193","COD",2015,490,126.2696,"SSP2",0.343,0.6145,"COD2015",0.082,0.620149993896484,0.668499984741211,0.918,0.500040405931565,0.459390655912585,0.644324989318848,0.109757556323731,0.794806167798841,0.528969636684887,0.192879684210748,0.635367191547048
"4194","COG",2015,416,114.6758,"SSP2",0.334,0.4835,"COG2015",0.115,0.682809982299805,0.731240005493164,0.885,0.500052405262354,0.425061720015059,0.707024993896485,0.124665558463827,0.782065760635985,0.53166013129449,0.21505083755553,0.595510693961719
"4195","COL",2015,85,69.3178,"SSP2",0.561,0.5365,"COL2015",0.209,0.639000015258789,0.86609001159668,0.791,0.500424303205034,0.496927218919399,0.752545013427734,0.208117147473585,0.826314508696399,0.571989276766884,0.332492180493889,0.418709066762109
"4196","COM",2015,285,68.989,"SSP2",0.3435,0.405,"COM2015",0.03,0.375690002441406,0.50798999786377,0.97,0.500127149687987,0.364145509183709,0.441840000152588,0.0950999803236938,0.682846120979374,0.43172461076528,0.166948976440595,0.613297522824426
"4197","CPV",2015,61,75.7158,"SSP2",0.358,0.3885,"CPV2015",0.208,0.680859985351563,0.76447998046875,0.792,0.500541282091154,0.413790422644015,0.722669982910157,0.205237920453716,0.751290804208611,0.530949786812288,0.322401948496023,0.392782601097446
"4198","CRI",2015,28,55.9828,"SSP2",0.5215,0.499,"CRI2015",0.333,0.538810005187988,0.813259963989258,0.667,0.501594877610368,0.496820767190963,0.676034984588623,0.261753722700871,0.777047428505191,0.552298675431224,0.391595748407149,0.290971052752574
"4200","CUB",2015,38,52.4564,"SSP2",0.8245,0.854,"CUB2015",0.489,0.49132999420166,0.783730010986328,0.511,0.501254174394053,0.647783100478878,0.637530002593994,0.280614860236093,0.802974870892631,0.591556296513458,0.415889288529743,0.296957380082114
"4203","CYP",2015,10,4.8136,"SSP2",0.832,0.8805,"CYP2015",0.125,0.688079986572266,0.766809997558594,0.875,0.551936180821007,0.60011800101594,0.72744499206543,0.465915185456945,0.876365941443518,0.622264786814546,0.608385519177586,0.0223044400567962
"4204","CZE",2015,10,11.484,"SSP2",0.9915,0.991,"CZE2015",0.196,0.665589981079102,0.814899978637695,0.804,0.521769418321142,0.666724840397129,0.740244979858399,0.44239634103562,0.899338224685549,0.636209635943427,0.593059089508526,0.0678244150937976
"4205","DEU",2015,10,8.0822,"SSP2",0.9515,0.956,"DEU2015",0.369,0.730899963378906,0.821839981079102,0.631,0.530932171933384,0.684611280733683,0.776369972229004,0.534076629606634,0.861014166258787,0.655919598676704,0.659236725411554,0.01
"4208","DNK",2015,10,4.2482,"SSP2",0.992,0.9955,"DNK2015",0.374,0.75265998840332,0.814440002441406,0.626,0.558848453462643,0.699261833637694,0.783549995422363,0.605893085664659,0.863089099722531,0.674010812423667,0.711975574702537,0.01
"4209","DOM",2015,94,95.5912,"SSP2",0.65,0.5955,"DOM2015",0.191,0.535349998474121,0.815859985351563,0.809,0.500278223776675,0.523219114895559,0.675604991912842,0.184620289673604,0.827326481464867,0.561301259782831,0.301876065063874,0.462185306370645
"4210","DZA",2015,114,10.665,"SSP2",0.6455,0.765,"DZA2015",0.257,0.16568000793457,0.726449966430664,0.743,0.502056242340497,0.580610007399256,0.446064987182617,0.182915557629552,0.818170112538708,0.506615346425304,0.298987482950779,0.409833347804315
"4216","ECU",2015,63,80.6542,"SSP2",0.568,0.5625,"ECU2015",0.416,0.549939994812012,0.837600021362305,0.584,0.500492008347768,0.529621918113555,0.693770008087158,0.228043373281715,0.783011466994636,0.568668980804149,0.353216401600759,0.378871692454055
"4220","ESP",2015,10,8.2238,"SSP2",0.7685,0.8035,"ESP2015",0.38,0.689929962158203,0.798349990844727,0.62,0.530399571974027,0.6231047955335,0.744139976501465,0.506594911697048,0.825963209773147,0.626526769296851,0.628008268575018,0.01
"4221","EST",2015,10,11.0712,"SSP2",0.953,0.9485,"EST2015",0.238,0.731729965209961,0.805169982910156,0.762,0.522581111351976,0.663200548706228,0.768449974060058,0.471370942399341,0.881308400362032,0.643385686845381,0.614222688394217,0.0453273969990762
"4222","ETH",2015,446,71.2274,"SSP2",0.122,0.1595,"ETH2015",0.373,0.764779968261719,0.885709991455078,0.627,0.500078696978493,0.264779698541275,0.825244979858399,0.142514795302051,0.65428739359094,0.478081541651523,0.234049643101188,0.510439908864357
"4225","FIN",2015,10,6.457,"SSP2",0.875,0.8925,"FIN2015",0.415,0.743889999389648,0.768450012207031,0.585,0.538717670744928,0.662586032665134,0.75617000579834,0.56084191985484,0.821925691598356,0.646260553478085,0.666735869477866,0.01
"4226","FJI",2015,35,47.973,"SSP2",0.775,0.759,"FJI2015",0.16,0.421500015258789,0.792080001831055,0.84,0.501488932762774,0.575304940470086,0.606790008544922,0.225419764654625,0.85837394474363,0.559413091900524,0.357068787042884,0.361708204164842
"4227","FRA",2015,10,5.4954,"SSP2",0.797,0.839,"FRA2015",0.257,0.671780014038086,0.755090026855469,0.743,0.545492593805728,0.621061326030207,0.713435020446777,0.506183186682751,0.841636781987155,0.622910889104576,0.632165123293274,0.01
"4230","GAB",2015,261,100.2026,"SSP2",0.375,0.471,"GAB2015",0.16,0.447789993286133,0.615089988708496,0.84,0.500095591771684,0.436974089682628,0.531439990997315,0.128962493055607,0.728667811138025,0.487888949456447,0.21914061822264,0.550839143893743
"4231","GBR",2015,10,15.4136,"SSP2",0.9975,0.9975,"GBR2015",0.267,0.715579986572266,0.820309982299805,0.733,0.516219442570198,0.685578725927916,0.767944984436036,0.454784940691523,0.888509642511088,0.647749768046013,0.601626493735817,0.0712053891571894
"4232","GEO",2015,27,48.504,"SSP2",0.956,0.966,"GEO2015",0.113,0.643889999389648,0.833529968261719,0.887,0.501908968179791,0.62716686823523,0.738709983825683,0.264445630841848,0.91718553604112,0.614932354570235,0.410526930018654,0.332403105857775
"4233","GHA",2015,320,68.677,"SSP2",0.4835,0.6225,"GHA2015",0.109,0.650139999389648,0.728560028076172,0.891,0.50011375715305,0.487157336946875,0.68935001373291,0.147111257973058,0.815626429288878,0.551729170119877,0.249263805990624,0.548213472315657
"4235","GIN",2015,699,139.5256,"SSP2",0.1625,0.32,"GIN2015",0.219,0.659369964599609,0.667600021362305,0.781,0.500025633560517,0.344283244199055,0.663484992980957,0.107995117441419,0.693647698011843,0.485191391245567,0.18689262391107,0.614806389224495
"4236","GMB",2015,625,83.2682,"SSP2",0.24,0.3925,"GMB2015",0.094,0.524659996032715,0.692580032348633,0.906,0.500048037546146,0.373263059914939,0.608620014190674,0.10298863468427,0.744705621023607,0.484310988689939,0.180952541873429,0.626371182774718
"4237","GNB",2015,694,106.0138,"SSP2",0.1525,0.2925,"GNB2015",0.137,0.680559997558594,0.790550003051758,0.863,0.500033979590162,0.323482008504369,0.735555000305176,0.104672732707163,0.735076534594696,0.491837456902963,0.183251055096855,0.627415414330654
"4238","GNQ",2015,296,160.0836,"SSP2",0.2805,0.5385,"GNQ2015",0.197,0.569459991455078,0.692779998779297,0.803,0.500052759595274,0.446327170194732,0.631119995117188,0.124819133154149,0.769452808300997,0.520307833480498,0.214794690704211,0.587177672749258
"4239","GRC",2015,10,7.7494,"SSP2",0.71,0.76,"GRC2015",0.197,0.603050003051758,0.762399978637695,0.803,0.532260562108034,0.577598088590518,0.682724990844727,0.432706936706715,0.841361202102531,0.594290259248434,0.571496637167179,0.0383543592151092
"4242","GTM",2015,103,73.9864,"SSP2",0.34,0.374,"GTM2015",0.139,0.409199981689453,0.874209976196289,0.861,0.500328058192589,0.392428213135346,0.641704978942871,0.147705262210896,0.791621738395197,0.501322076833754,0.248958448689459,0.503396199381785
"4244","GUY",2015,172,77.854,"SSP2",0.816,0.8095,"GUY2015",0.304,0.433300018310547,0.776340026855469,0.696,0.500186694116178,0.624333995538831,0.604820022583008,0.180671075531348,0.835259982729864,0.573753162846492,0.297081811213412,0.482213205170781
"4247","HND",2015,67,75.7848,"SSP2",0.2975,0.269,"HND2015",0.258,0.491430015563965,0.862210006713867,0.742,0.500492360378807,0.361905423596821,0.676820011138916,0.182135885009435,0.727607304826467,0.496769867485357,0.291342440118299,0.413526344516284
"4249","HRV",2015,10,9.6774,"SSP2",0.901,0.9565,"HRV2015",0.152,0.623730010986328,0.716679992675781,0.848,0.525833385000103,0.635343914747221,0.670205001831054,0.420210752765575,0.86421519494068,0.60723234732357,0.565470540775035,0.0687740149756583
"4250","HTI",2015,488,54.032,"SSP2",0.3455,0.4045,"HTI2015",0.035,0.639189987182617,0.719889984130859,0.965,0.50009481327398,0.367369931465504,0.679539985656738,0.11103268946054,0.766178010788784,0.499793179005464,0.193957518117885,0.61192443941744
"4251","HUN",2015,12,22.5134,"SSP2",0.9535,0.975,"HUN2015",0.101,0.61890998840332,0.750110015869141,0.899,0.509253748138146,0.623278595423996,0.68451000213623,0.333077876205785,0.888864795982187,0.601172004972362,0.484574612571173,0.193950136461442
"4256","IDN",2015,192,48.6144,"SSP2",0.5415,0.6075,"IDN2015",0.171,0.52773998260498,0.842949981689453,0.829,0.500267839021634,0.506978430052126,0.685344982147217,0.173871366848563,0.842592140843059,0.558085108812117,0.288259531435508,0.48348463902026
"4259","IND",2015,158,19.127,"SSP2",0.4225,0.57,"IND2015",0.122,0.247479991912842,0.820090026855469,0.878,0.500827248643809,0.467233607541919,0.533785009384156,0.147851975245629,0.83403076744407,0.499876590214509,0.251176827987502,0.497522322700256
"4261","IRL",2015,10,8.8202,"SSP2",0.846,0.8315,"IRL2015",0.199,0.65370002746582,0.795319976806641,0.801,0.52834402848008,0.613208584427429,0.724510002136231,0.448659638571218,0.865824276517149,0.616864538625602,0.591046269200268,0.0418540340847897
"4262","IRN",2015,17,38.2094,"SSP2",0.6165,0.684,"IRN2015",0.031,0.160380001068115,0.738769989013672,0.969,0.503848760345083,0.476183594871906,0.449574995040893,0.140118671142168,0.844111327056867,0.476020428147168,0.24034170399131,0.495102122136226
"4263","IRQ",2015,83,74.837,"SSP2",0.3305,0.4375,"IRQ2015",0.265,0.127959995269775,0.754810028076172,0.735,0.500402481151405,0.431504108931361,0.441385011672974,0.114964004872996,0.75362758498951,0.456780256269203,0.199495473740133,0.563257231454066
"4264","ISL",2015,10,7.5054,"SSP2",0.983,0.9805,"ISL2015",0.413,0.857149963378906,0.904100036621094,0.587,0.533309350600901,0.697908618776314,0.880625,0.584171759416919,0.881900885804581,0.68948198530374,0.702804999153321,0.01
"4265","ISR",2015,10,10.3814,"SSP2",0.817,0.798,"ISR2015",0.267,0.684300003051758,0.764550018310547,0.733,0.524081530429422,0.615931655197406,0.724425010681153,0.462908419026745,0.836218514031565,0.616086376142376,0.59592728076229,0.0327212159864857
"4266","ITA",2015,10,5.5016,"SSP2",0.78,0.8515,"ITA2015",0.301,0.538250007629395,0.740670013427734,0.699,0.545441326159663,0.628016054335986,0.639460010528564,0.480865215717994,0.829822536721055,0.602805758077384,0.608890702435368,0.01
"4267","JAM",2015,78,55.9558,"SSP2",0.8515,0.82,"JAM2015",0.167,0.642959976196289,0.766309967041016,0.833,0.500572796422378,0.601784627839631,0.704634971618653,0.226406147568243,0.858772180134586,0.596518855496906,0.358339815640507,0.399281661697004
"4268","JOR",2015,48,26.7598,"SSP2",0.659,0.661,"JOR2015",0.116,0.14878999710083,0.674580001831055,0.884,0.501946327451376,0.520447982624041,0.411684999465943,0.153683695695387,0.801899805537119,0.475554049804248,0.25793439408153,0.45761287452456
"4269","JPN",2015,10,4.0596,"SSP2",0.968,0.974,"JPN2015",0.116,0.668479995727539,0.85161003112793,0.884,0.561582421913489,0.631501747500835,0.760045013427735,0.480844318530958,0.924518188713366,0.645965205135934,0.632647186942591,0.0206172377203198
"4270","KAZ",2015,12,30.374,"SSP2",0.955,0.968,"KAZ2015",0.201,0.732480010986328,0.822529983520508,0.799,0.506858936371019,0.658788261011389,0.777504997253418,0.375997212195227,0.897678731141318,0.637938358057445,0.530000903482401,0.169197310698981
"4271","KEN",2015,353,79.508,"SSP2",0.5505,0.6095,"KEN2015",0.208,0.635830001831055,0.701480026245117,0.792,0.50008907472172,0.516583908147341,0.668655014038086,0.15954610005534,0.786964095337778,0.556925087775312,0.265305229475258,0.523624926765207
"4272","KGZ",2015,66,37.265,"SSP2",0.941,0.948,"KGZ2015",0.192,0.531969985961914,0.787229995727539,0.808,0.501016470894372,0.65013020466807,0.659599990844727,0.243390342471531,0.883223252648835,0.598932200380456,0.381617993732896,0.362836071444342
"4273","KHM",2015,178,49.6326,"SSP2",0.2495,0.372,"KHM2015",0.19,0.772979965209961,0.88359001159668,0.81,0.50028297820022,0.383326558849721,0.82828498840332,0.178236070794094,0.785696693958108,0.541570262275591,0.290558629580359,0.463488581593314
"4276","KOR",2015,12,1.5338,"SSP2",0.829,0.9195,"KOR2015",0.163,0.578610000610352,0.776650009155273,0.837,0.635828226192029,0.622438493869202,0.677630004882813,0.539213393558648,0.879943219554526,0.644876114659207,0.668674852614142,0.01
"4277","KWT",2015,11,8.6948,"SSP2",0.634,0.587,"KWT2015",0.015,0.597169990539551,0.870670013427734,0.985,0.526138925251038,0.428955287741747,0.733920001983642,0.266044344275926,0.871559252460724,0.549187184622485,0.407652385213418,0.257716864799675
"4279","LAO",2015,209,66.3124,"SSP2",0.353,0.456,"LAO2015",0.25,0.805609970092773,0.818789978027344,0.75,0.500180384400022,0.440938338119398,0.812199974060059,0.185939028586425,0.782339378012985,0.563710117195144,0.300466111773624,0.466984709679054
"4280","LBN",2015,29,15.2896,"SSP2",0.7275,0.712,"LBN2015",0.031,0.255650005340576,0.754449996948242,0.969,0.50563827023282,0.490396972144824,0.505050001144409,0.17931448106071,0.85574449792094,0.50031174452708,0.296499781522057,0.407369935314384
"4281","LBR",2015,691,137.194,"SSP2",0.2255,0.4205,"LBR2015",0.107,0.553460006713867,0.582179985046387,0.893,0.50002637101482,0.384059681912237,0.567819995880127,0.0959360001873104,0.709232562272274,0.477750081486735,0.169010411979205,0.646236769958776
"4283","LCA",2015,115,41.9872,"SSP2",0.614,0.5385,"LCA2015",0.207,0.66734001159668,0.811009979248047,0.793,0.500517756136032,0.504991885850508,0.739174995422363,0.221226109529009,0.809254671702207,0.571676559799383,0.347465505227476,0.392199139056162
"4288","LKA",2015,36,21.2944,"SSP2",0.7465,0.738,"LKA2015",0.049,0.382449989318848,0.792799987792969,0.951,0.503261159950243,0.514506393416232,0.587624988555909,0.202908955355861,0.872490468845696,0.533860942202502,0.329247209189959,0.383271591602837
"4291","LSO",2015,574,91.2404,"SSP2",0.319,0.282,"LSO2015",0.248,0.614230003356934,0.750940017700195,0.752,0.500047735440626,0.370886313293365,0.682585010528564,0.13364956740323,0.701907001226502,0.50211478119696,0.224543904250704,0.552803636420685
"4293","LTU",2015,10,11.8836,"SSP2",0.908,0.935,"LTU2015",0.234,0.725260009765625,0.757529983520508,0.766,0.521037396075263,0.653619381706495,0.741394996643066,0.459434415057912,0.862263506347067,0.632044741554756,0.599461530881782,0.0515520635340191
"4294","LUX",2015,10,5.3978,"SSP2",0.8025,0.8455,"LUX2015",0.283,0.653339996337891,0.75754997253418,0.717,0.546315165437771,0.627580764474719,0.705444984436036,0.511739408946526,0.838640612925311,0.623053504971561,0.635621742955084,0.01
"4295","LVA",2015,23,15.8182,"SSP2",0.9635,0.9585,"LVA2015",0.18,0.727539978027344,0.788470001220703,0.82,0.50687155631955,0.651499383813763,0.758004989624024,0.368970950633973,0.887488470446533,0.630223603940076,0.521238424613423,0.172930970286247
"4298","MAR",2015,74,32.0676,"SSP2",0.3125,0.3935,"MAR2015",0.157,0.246720008850098,0.765619964599609,0.843,0.501053517687129,0.39872619261754,0.506169986724853,0.15251411538926,0.761143369462967,0.465891825536318,0.254110779154445,0.454571286238127
"4300","MDA",2015,22,23.7558,"SSP2",0.9045,0.941,"MDA2015",0.218,0.465690002441406,0.506710014343262,0.782,0.504783520809081,0.650937332027512,0.486200008392334,0.305828362071578,0.757505676987457,0.542608305023382,0.435736489086726,0.196959417958135
"4301","MDG",2015,363,113.7668,"SSP2",0.1565,0.1855,"MDG2015",0.205,0.849280014038086,0.904929962158203,0.795,0.500060536574305,0.281568684025047,0.877104988098145,0.133272734050885,0.703056395217324,0.49798871909088,0.224070272584092,0.550049501134983
"4302","MDV",2015,54,9.0044,"SSP2",0.3805,0.3955,"MDV2015",0.059,0.468959999084473,0.845459976196289,0.941,0.505141519290158,0.379942629134472,0.657209987640381,0.215992309916231,0.8019618386895,0.501508634683768,0.340324935539513,0.321397654989313
"4304","MEX",2015,36,62.607,"SSP2",0.6235,0.649,"MEX2015",0.406,0.469199981689453,0.825770034790039,0.594,0.501109212139928,0.562011245223755,0.647485008239746,0.250529484609893,0.800371403659697,0.567068734667004,0.381609031819415,0.327049776349415
"4307","MKD",2015,10,16.6414,"SSP2",0.735,0.8515,"MKD2015",0.333,0.518300018310547,0.773550033569336,0.667,0.515022774526182,0.624176052127654,0.645925025939941,0.397603953027848,0.835374506309994,0.592159292898404,0.538773736803021,0.090154045939362
"4308","MLI",2015,620,173.0382,"SSP2",0.088,0.1645,"MLI2015",0.088,0.633520011901855,0.829400024414063,0.912,0.500023302704631,0.237664658624128,0.731460018157959,0.0813439748712174,0.684880505685311,0.442977649288732,0.145416660673092,0.671729124693805
"4309","MLT",2015,10,13.0422,"SSP2",0.797,0.8615,"MLT2015",0.129,0.538330001831055,0.807880020141602,0.871,0.519168545184095,0.593440819976913,0.673105010986328,0.362910101989396,0.887826005748694,0.591910717893182,0.515218237167208,0.129567649997874
"4310","MMR",2015,246,29.0358,"SSP2",0.3765,0.4675,"MMR2015",0.13,0.55435001373291,0.842669982910156,0.87,0.500350002466817,0.429492559997025,0.698509998321533,0.166175856460972,0.813022664732582,0.531456095750714,0.275949635768318,0.480766825379015
"4312","MNE",2015,10,10.9198,"SSP2",0.8905,0.959,"MNE2015",0.173,0.541150016784668,0.660589981079102,0.827,0.522894192201322,0.641529004455091,0.600869998931885,0.40057463829516,0.837911235064207,0.586322929087612,0.542026351901557,0.0755497951529639
"4313","MNG",2015,47,29.2282,"SSP2",0.8945,0.8675,"MNG2015",0.145,0.568230018615723,0.699339981079102,0.855,0.501819868803474,0.610684827440791,0.633784999847413,0.259427569842438,0.844504663537028,0.579120554721045,0.396922539187617,0.314611550303531
"4315","MOZ",2015,318,152.8336,"SSP2",0.1785,0.2585,"MOZ2015",0.396,0.783679962158203,0.800540008544922,0.604,0.500051439181045,0.330503169543863,0.792109985351563,0.144043662289348,0.68136098412465,0.507760133449135,0.237812403699898,0.531644199625371
"4317","MUS",2015,73,26.7934,"SSP2",0.5255,0.5545,"MUS2015",0.116,0.52306999206543,0.80109001159668,0.884,0.501278172062615,0.47351193543087,0.662080001831055,0.2097973213338,0.824681163231822,0.539643228028273,0.334498786744951,0.380148273207968
"4318","MWI",2015,370,137.2998,"SSP2",0.3165,0.468,"MWI2015",0.167,0.741490020751953,0.828499984741211,0.833,0.500049211701377,0.427139063951952,0.784995002746582,0.133732879650207,0.802748144998014,0.55142058781439,0.229270680855007,0.584218134176412
"4319","MYS",2015,30,13.308,"SSP2",0.7805,0.8225,"MYS2015",0.132,0.539309997558594,0.804049987792969,0.868,0.50626189760545,0.582960209888003,0.671679992675781,0.301461337972211,0.879097318215412,0.583076479003987,0.448963467199182,0.230009298323777
"4321","NAM",2015,217,69.769,"SSP2",0.4865,0.4795,"NAM2015",0.377,0.584049987792969,0.665009994506836,0.623,0.500165126880523,0.487412565346133,0.624529991149902,0.185937505466987,0.713655856042475,0.53397526830376,0.295011936085856,0.447517603159788
"4323","NER",2015,555,192.22,"SSP2",0.0435,0.0875,"NER2015",0.133,0.690469970703125,0.919619979858398,0.867,0.500023434109377,0.175746977002217,0.805044975280762,0.0798159748029022,0.632713825686311,0.413586278595184,0.141750340080523,0.657265370210052
"4324","NGA",2015,931,111.218,"SSP2",0.349,0.5125,"NGA2015",0.058,0.502820014953613,0.599249992370605,0.942,0.500024144334911,0.418547251701413,0.551035003662109,0.0889185342912199,0.746724053643995,0.486748795890548,0.158913892921814,0.673519699969534
"4325","NIC",2015,101,88.5716,"SSP2",0.402,0.377,"NIC2015",0.413,0.522529983520508,0.861689987182617,0.587,0.500279462889318,0.43894357916476,0.692109985351563,0.19236694389224,0.740082708591125,0.53366103828881,0.305362221970919,0.427797421842775
"4326","NLD",2015,10,4.052,"SSP2",0.868,0.9045,"NLD2015",0.364,0.746520004272461,0.845709991455078,0.636,0.561697926949654,0.660278179805543,0.796114997863769,0.592933191240883,0.862418574497682,0.665889025475209,0.702725773384168,0.01
"4327","NOR",2015,10,5.5002,"SSP2",0.99,0.9915,"NOR2015",0.396,0.759960021972656,0.802580032348633,0.604,0.545452892622087,0.699997652954031,0.781270027160645,0.587609622008597,0.853200418339083,0.668166963460503,0.69592626547331,0.01
"4328","NPL",2015,236,69.5002,"SSP2",0.351,0.5015,"NPL2015",0.295,0.839850006103516,0.870800018310547,0.705,0.500152419997913,0.458195551089971,0.855325012207031,0.188266228441028,0.803001122229859,0.58089121014807,0.305019614766515,0.474910948146788
"4330","NZL",2015,10,20.7336,"SSP2",0.8675,0.881,"NZL2015",0.314,0.736849975585938,0.839339981079102,0.686,0.512057722730254,0.649662272918798,0.78809497833252,0.43874659643457,0.867353178370787,0.640022206367306,0.582724631391351,0.0895243546332073
"4332","OMN",2015,19,13.8308,"SSP2",0.5595,0.583,"OMN2015",0.082,0.316119995117188,0.895930023193359,0.918,0.509513473361514,0.472881691506304,0.606025009155273,0.236384772001618,0.868646824006671,0.526582279049576,0.371636217795905,0.294248529466909
"4334","PAK",2015,154,39.8832,"SSP2",0.304,0.4645,"PAK2015",0.2,0.251860008239746,0.841100006103516,0.8,0.500407032691303,0.428083293141943,0.546480007171631,0.135826720457802,0.800378037335812,0.489187465475994,0.232241340439205,0.525250835662301
"4335","PAN",2015,58,83.8412,"SSP2",0.6605,0.6235,"PAN2015",0.183,0.554280014038086,0.834649963378906,0.817,0.500514108198307,0.530694036358261,0.694464988708496,0.205975774799517,0.841416863768159,0.569250772831392,0.330938912614532,0.418641258985951
"4336","PER",2015,94,59.0564,"SSP2",0.693,0.7635,"PER2015",0.223,0.710400009155273,0.864739990234375,0.777,0.500450344834444,0.581667455068372,0.787569999694824,0.228003509526347,0.873306832335175,0.612033190029855,0.361600204950756,0.409182033194773
"4337","PHL",2015,127,55.404,"SSP2",0.7085,0.6935,"PHL2015",0.271,0.508569984436035,0.77806999206543,0.729,0.500355299966971,0.574605260119243,0.643319988250732,0.203287632884313,0.820921987013936,0.569759684292298,0.32587721161871,0.428044453472549
